username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
BeingAnupama;2015-12-01 23:44;0;0;"Family trapped on terrace. Need help. #chennairains #ChennaiFloods https:// twitter.com/kuttyaswin47/s tatus/671746380910608384 ";New Delhi, India;;#chennairains #ChennaiFloods;"671754199843995649";https://twitter.com/BeingAnupama/status/671754199843995649
ashokvedagiri;2015-12-01 23:44;3;0;"Phoenix Mall Velachery is open for victims now, can go there to stay with an ID proof #ChennaiFloods #chennairains #ChennaiRainsHelp";;;#ChennaiFloods #chennairains #ChennaiRainsHelp;"671754141190893569";https://twitter.com/ashokvedagiri/status/671754141190893569
travelligence;2015-12-01 23:43;0;0;"Many areas in Chennai without electricity. That means many can't read twitter messages. As well. #justsharing #ChennaiFloods";;;#justsharing #ChennaiFloods;"671754089135341568";https://twitter.com/travelligence/status/671754089135341568
spthevillain;2015-12-01 23:43;1;0;"Flights are delayed, North Indian medias can't enter our city. Stay strong, we shall get through this together. #Chennaifloods";;;#Chennaifloods;"671754075378024449";https://twitter.com/spthevillain/status/671754075378024449
flyvenkat;2015-12-01 23:43;1;0;"Contact Shane, Nolambur (9884942050) if you can help with oxygen cylinder for his mother. Urgent #Chennairainshelp #chennaifloods #chennai";;;#Chennairainshelp #chennaifloods #chennai;"671754065345306625";https://twitter.com/flyvenkat/status/671754065345306625
abhishek_agg;2015-12-01 23:43;0;0;"Honest Confession: #ChennaiFloods are no different than #KashmirFloods of 2014. Look at the lack of focus across media in India today. Sad.";;;#ChennaiFloods #KashmirFloods;"671754052124839936";https://twitter.com/abhishek_agg/status/671754052124839936
tallapaneni91;2015-12-01 23:43;0;0;"How Urban Greed washed away the accummulated Wisdom of Indias Past. #chennairains #ChennaiFloods #ChennaiDrowning pic.twitter.com/QCQdo5dEWN";;;#chennairains #ChennaiFloods #ChennaiDrowning;"671754039923617792";https://twitter.com/tallapaneni91/status/671754039923617792
shettisachin;2015-12-01 23:43;1;0;"Medias are more worried about whether to stand on the national anthem than the chennai. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671754029362520069";https://twitter.com/shettisachin/status/671754029362520069
vivek_arumanda;2015-12-01 23:43;0;0;"Anyone running out of mble balance do tweet ur nums, I will recharge for u. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671754016842317824";https://twitter.com/vivek_arumanda/status/671754016842317824
Superstar_fan1;2015-12-01 23:43;3;2;"Chennai airport shuts operations until tomorrow #ChennaiFloods";;;#ChennaiFloods;"671753990795747329";https://twitter.com/Superstar_fan1/status/671753990795747329
BeingAnupama;2015-12-01 23:43;0;0;"Food distribution #chennairains #ChennaiFloods https:// twitter.com/akashkhosla/st atus/671745332154273792 ";New Delhi, India;;#chennairains #ChennaiFloods;"671753956142387200";https://twitter.com/BeingAnupama/status/671753956142387200
sanketbmehta;2015-12-01 23:43;6;5;"#ChennaiRains NEW RECORDS: KATTUPAKKAM above 400mm, exact not out & CHEMBARAMBAKKAM 369mm TILL 10.30PM TODAY #ChennaiFloods";;;#ChennaiRains #ChennaiFloods;"671753949473456128";https://twitter.com/sanketbmehta/status/671753949473456128
gopalbalaji;2015-12-01 23:43;167;56;"Sathyam Cinemas Royapetah / AGS Villivakkam / PHOENIX Mall / Mayajaal now open for people stranded in floods #ChennaiFloods";Egmore Nungambakkam, India;;#ChennaiFloods;"671753884549844992";https://twitter.com/gopalbalaji/status/671753884549844992
MrBakchod;2015-12-01 23:42;0;0;"The Army Helpline Number - 9840295100 #chennairains #ChennaiFloods #Chennaifloodrelief #chennairainupdates #chennai";;;#chennairains #ChennaiFloods #Chennaifloodrelief #chennairainupdates #chennai;"671753813758492672";https://twitter.com/MrBakchod/status/671753813758492672
ManasaKumar;2015-12-01 23:42;1;0;"We are submerged #chennaifloods #chennairians http:// bit.ly/1LLVnxD";;;#chennaifloods #chennairians;"671753798625320960";https://twitter.com/ManasaKumar/status/671753798625320960
cbinewton;2015-12-01 23:42;1;1;"#Army Emergency Rescue & Relief Helpline for #ChennaiRainsHelp : 9840295100 #chennairains #ChennaiFloods . Plz RT";;;#Army #ChennaiRainsHelp #chennairains #ChennaiFloods;"671753774948462596";https://twitter.com/cbinewton/status/671753774948462596
asifgoa;2015-12-01 23:42;0;0;"To all my friends and relatives in Chennai Stay safe ... #ChennaiFloods";;;#ChennaiFloods;"671753768665354241";https://twitter.com/asifgoa/status/671753768665354241
sahilkmehra;2015-12-01 23:42;115;8;"Anyone stranded in and around GN Chetty Road can take cover at new giri road, opp hotel accord cntct 9176237480 #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671753708418416640";https://twitter.com/sahilkmehra/status/671753708418416640
DeSoulz;2015-12-01 23:42;0;0;"#ChennaiFloods ! Flood relief centers, plz keep baby swipes and sanitary napkins too... #Kashmrexprnz";;;#ChennaiFloods #Kashmrexprnz;"671753706426077184";https://twitter.com/DeSoulz/status/671753706426077184
dhondujchill;2015-12-01 23:42;0;0;"#ChennaiFloods : #IndianNavy 's rescue team deployed in Gandhinagar area beyond Adyar Bridge along Buckingham Canal";;;#ChennaiFloods #IndianNavy;"671753698817765376";https://twitter.com/dhondujchill/status/671753698817765376
pushparajk15;2015-12-01 23:42;1;0;"List of places offering shelter http:// klipher.com/savechennai/in dex Please share. #ChennaiRainsHelp #ChennaiFloods";;;#ChennaiRainsHelp #ChennaiFloods;"671753682115923968";https://twitter.com/pushparajk15/status/671753682115923968
flyvenkat;2015-12-01 23:42;0;0;"#chennai #NGOs please contact https://www. facebook.com/memeschennai/ Many people are ready to volunteer/help! #chennairainshelp #chennaifloods #chennai";;;#chennai #NGOs #chennairainshelp #chennaifloods #chennai;"671753644073574400";https://twitter.com/flyvenkat/status/671753644073574400
bhakt4ever;2015-12-01 23:41;15;2;"9840295100 Army helpline no is now open #chennairains #ChennaiFloods #chennairainhelp";;;#chennairains #ChennaiFloods #chennairainhelp;"671753612515606528";https://twitter.com/bhakt4ever/status/671753612515606528
s_loganathan;2015-12-01 23:41;1;2;"Top national media's isn't covering about #ChennaiFloods . Aren't we Indians?? Shame on u. #indianmedia #chennairains";;;#ChennaiFloods #indianmedia #chennairains;"671753597634277376";https://twitter.com/s_loganathan/status/671753597634277376
Beingjavid91;2015-12-01 23:41;1;1;"#ChennaiFloods #chennairains https:// twitter.com/Kabali_Rajini/ status/671752308426805248 ";;;#ChennaiFloods #chennairains;"671753564176318464";https://twitter.com/Beingjavid91/status/671753564176318464
RajaShekarA_B;2015-12-01 23:41;0;0;"The worst rain Chennai has ever seen..No power #Chennaifloods no food..can't step out..no transport";;;#Chennaifloods;"671753537467113473";https://twitter.com/RajaShekarA_B/status/671753537467113473
Chennai_Rains;2015-12-01 23:41;2;1;"#Chennairains #Lethelpchennai High intensity rains going to lash south #Chennai #Chennaifloods";;;#Chennairains #Lethelpchennai #Chennai #Chennaifloods;"671753486749437952";https://twitter.com/Chennai_Rains/status/671753486749437952
HariVignesh_R;2015-12-01 23:41;2;1;"#chennairains #ChennaiFloods https:// twitter.com/bbalakrish/sta tus/671749910853742596 ";Madurai South, India;;#chennairains #ChennaiFloods;"671753448296087554";https://twitter.com/HariVignesh_R/status/671753448296087554
kutty_muki;2015-12-01 23:41;1;0;"Chennai airport fully flood so sad #chennairains #ChennaiFloods chennai fully floods @VidyuRaman pic.twitter.com/xGwKDhWdDw";;@VidyuRaman;#chennairains #ChennaiFloods;"671753437948846080";https://twitter.com/kutty_muki/status/671753437948846080
devaski;2015-12-01 23:40;0;0;"You can Rescue Chennai, How? Visit and use this page as a volunteer. https://www. facebook.com/ChennaiVolunte er #chennairains #ChennaiFloods #chennairainhelp";;;#chennairains #ChennaiFloods #chennairainhelp;"671753372492414976";https://twitter.com/devaski/status/671753372492414976
flyvenkat;2015-12-01 23:40;27;3;"Akshay (9884854564), Villivakkam, can accommodate 2 person #ChennaiRains #ChennaiRainsHelp #ChennaiFloods #Chennai";;;#ChennaiRains #ChennaiRainsHelp #ChennaiFloods #Chennai;"671753363927633920";https://twitter.com/flyvenkat/status/671753363927633920
NewPakistan2020;2015-12-01 23:40;1;2;"So sad hearing about Chennai floods. Stay safe guys. #ChennaiFloods";;;#ChennaiFloods;"671753281891393536";https://twitter.com/NewPakistan2020/status/671753281891393536
NkBlr;2015-12-01 23:40;8;2;"Guys, call up d helpline nos and inform them, when you see a distress tweet! Don't just share the numbers #ChennaiFloods @WeAreBangalore";;@WeAreBangalore;#ChennaiFloods;"671753218074939393";https://twitter.com/NkBlr/status/671753218074939393
Madrassan;2015-12-01 23:40;10;1;"Sathyam Cinemas / AGS Cinemas Villivakkam / Phoenix Mall open for people stuck in floods. #Chennaifloods #chennairains #ChennaiRainsHelp";;;#Chennaifloods #chennairains #ChennaiRainsHelp;"671753203017379840";https://twitter.com/Madrassan/status/671753203017379840
spthevillain;2015-12-01 23:40;1;0;"Helping is contagious. All the malls and popular cinemas opens their shelter. Spread, spread. #chennaifloods #chennairains";;;#chennaifloods #chennairains;"671753190572855296";https://twitter.com/spthevillain/status/671753190572855296
Kabir_grewal1;2015-12-01 23:40;3;0;"#ChennaiRains : Army helpline number- 9840295100. #ChennaiFloods #ChennaiRainsHelp";;;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671753179080482816";https://twitter.com/Kabir_grewal1/status/671753179080482816
DhimAbhi;2015-12-01 23:40;0;0;"#ChennaiFloods : #IndianNavy 's rescue team deployed in Gandhinagar area beyond Adyar Bridge along Buckingham Canal";;;#ChennaiFloods #IndianNavy;"671753130829328384";https://twitter.com/DhimAbhi/status/671753130829328384
Sekar1_AK;2015-12-01 23:40;1;1;"Kilkattalai,Madipakkam,Nanganallur fully flooded #ChennaiFloods";;;#ChennaiFloods;"671753127536685056";https://twitter.com/Sekar1_AK/status/671753127536685056
karthicaero89;2015-12-01 23:39;3;1;"My dear @Raju_Sword @rameshlaus @thalaparis please make this to trend world wide #ChennaiFloods to seak the attention of the world";Abu Dhabi, United Arab Emirates;@Raju_Sword @rameshlaus @thalaparis;#ChennaiFloods;"671753103444713472";https://twitter.com/karthicaero89/status/671753103444713472
shivani_das38;2015-12-01 23:39;1;0;"God plz be generous #ChennaiFloods";;;#ChennaiFloods;"671753095148277760";https://twitter.com/shivani_das38/status/671753095148277760
mansectorco;2015-12-01 23:39;9;5;"STAY STRONG CHENNAI #chennairains #ChennaiFloods #chennaiweather #Chennai pic.twitter.com/eAwQwO6M6m";;;#chennairains #ChennaiFloods #chennaiweather #Chennai;"671753077595049984";https://twitter.com/mansectorco/status/671753077595049984
bhashyabhanu;2015-12-01 23:39;1;2;"God be mercy.. #ChennaiFloods pic.twitter.com/hPdtE7WSsO";;;#ChennaiFloods;"671753075065884672";https://twitter.com/bhashyabhanu/status/671753075065884672
mellamoabhinav;2015-12-01 23:39;0;0;"CC @TwitterIndia @the_hindu #ChennaiRains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/charan2987/sta tus/671750713039593472 ";;@TwitterIndia @the_hindu;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671753069722374146";https://twitter.com/mellamoabhinav/status/671753069722374146
KPGanesh;2015-12-01 23:39;2;0;"#Chennai #Army Helpline is now open!! Call - 9840295100. #chennairains #ChennaiFloods #chennaiweather #ChennaiRainsHelp";;;#Chennai #Army #chennairains #ChennaiFloods #chennaiweather #ChennaiRainsHelp;"671753021890551808";https://twitter.com/KPGanesh/status/671753021890551808
mellamoabhinav;2015-12-01 23:39;0;0;"CC @TwitterIndia @the_hindu #ChennaiRains #ChennaiFloods #ChennaiRainsHelp https:// twitter.com/best_brt/statu s/671750908485754880 ";;@TwitterIndia @the_hindu;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671753020359643137";https://twitter.com/mellamoabhinav/status/671753020359643137
madhavkopalle;2015-12-01 23:39;0;5;"@IndiaToday I am not concerned who left big boss #helpchennai are you doing enough for people stranded in #Chennaifloods";;@IndiaToday;#helpchennai #Chennaifloods;"671753005067202561";https://twitter.com/madhavkopalle/status/671753005067202561
BeingAnupama;2015-12-01 23:39;1;0;"Parking available #chennairains #ChennaiFloods https:// twitter.com/mokkanair/stat us/671742033623519234 ";New Delhi, India;;#chennairains #ChennaiFloods;"671752993067261952";https://twitter.com/BeingAnupama/status/671752993067261952
AditimToI;2015-12-01 23:39;9;2;"http:// vjthamizharasan.com/chennai-rain-a lert-update-as-of-6-30pm-01st-dec-2015-rescue-team-in-action/ important helpline numbers. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671752910057791488";https://twitter.com/AditimToI/status/671752910057791488
Khanmaryk;2015-12-01 23:38;2;6;"Plus RT #chennairains #ChennaiFloods @yoursanjali pic.twitter.com/t5MF2sMDWv";;@yoursanjali;#chennairains #ChennaiFloods;"671752796601978881";https://twitter.com/Khanmaryk/status/671752796601978881
flyvenkat;2015-12-01 23:38;2;1;"If anyone/animal around chennai is helpless, Inform SRM Social club: 9840293438 #ChennaiRainsHelp #chennairains #Chennaifloods #chennai";;;#ChennaiRainsHelp #chennairains #Chennaifloods #chennai;"671752759448702976";https://twitter.com/flyvenkat/status/671752759448702976
Priyamvathap;2015-12-01 23:38;62;16;"Sathyam Cinemas Royapetah / AGS Cinemas Villivakkam / Phoenix Mall open for people stuck in floods. #Chennaifloods";;;#Chennaifloods;"671752746656096257";https://twitter.com/Priyamvathap/status/671752746656096257
sheetal_here;2015-12-01 23:38;1;2;"Prayers for safety of all people in Chennai.. May rains subside soon and things be normal again #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671752733511294976";https://twitter.com/sheetal_here/status/671752733511294976
esa_arun;2015-12-01 23:38;1;0;"Retweeted Vijay Raj ( @vjxxvj ): @TheHindu @ChennaiRains #ChennaiFloods #chennairains @ndtv @chennaiweather ... http:// fb.me/7yb9wo2lt";;@vjxxvj @TheHindu @ChennaiRains @ndtv @chennaiweather;#ChennaiFloods #chennairains;"671752708383092736";https://twitter.com/esa_arun/status/671752708383092736
r_subbi;2015-12-01 23:38;1;1;"This is looking scary - Satellite Image Infrared (color): India http:// goo.gl/PDKk0A #ChennaiFloods #chennairains #chennaiweather";;;#ChennaiFloods #chennairains #chennaiweather;"671752668210028544";https://twitter.com/r_subbi/status/671752668210028544
saiyan_speaks;2015-12-01 23:38;2;1;"No point tweeting anti -tag ( #ShameOnNationalMedia ) at the moment Just share helplines #chennairains #TamilnaduRains #ChennaiFloods";;;#ShameOnNationalMedia #chennairains #TamilnaduRains #ChennaiFloods;"671752647267909633";https://twitter.com/saiyan_speaks/status/671752647267909633
BeingAnupama;2015-12-01 23:38;0;0;"Expecting lady needs urgent help #chennairains #ChennaiFloods https:// twitter.com/roy_journo/sta tus/671749612890230784 ";New Delhi, India;;#chennairains #ChennaiFloods;"671752644545810432";https://twitter.com/BeingAnupama/status/671752644545810432
kirtanrao;2015-12-01 23:38;0;0;"#ChennaiFloods Rain has intensified in Pondicherry. Boats by #Ola needed I guess.";;;#ChennaiFloods #Ola;"671752637142843392";https://twitter.com/kirtanrao/status/671752637142843392
HarishVarmaa;2015-12-01 23:37;0;0;"Chennai floods; Emergency contact Nos. #ChennaiFloods pic.twitter.com/Zrw4mhhVy6";;;#ChennaiFloods;"671752613830897664";https://twitter.com/HarishVarmaa/status/671752613830897664
swaroopblake;2015-12-01 23:37;0;0;"When water has no where to go! #SRMuniversity #ChennaiFloods https:// twitter.com/aditya_makinen i/status/671750892874416128 ";;;#SRMuniversity #ChennaiFloods;"671752590279905280";https://twitter.com/swaroopblake/status/671752590279905280
senthilrocky90;2015-12-01 23:37;3;4;"@Mub_Asraf Thanks guys for your support got cal from one family. Tmrw mrng they are coming :) #chennairains #ChennaiFloods";;@Mub_Asraf;#chennairains #ChennaiFloods;"671752588438601728";https://twitter.com/senthilrocky90/status/671752588438601728
bedit;2015-12-01 23:37;1;1;"Take a bow citizens of #Chennai Spreadsheet of those who have opened up their homes https:// docs.google.com/spreadsheets/d /1rZc3e9scewKxbZBn0vfDqkxOTy_NJYUBSfsVPgnkmdY/htmlview?sle=true#gid=0&vpid=A1 #chennairains #ChennaiFloods";;;#Chennai #gid #chennairains #ChennaiFloods;"671752528820764672";https://twitter.com/bedit/status/671752528820764672
RamkiTweetz;2015-12-01 23:37;0;0;"The ppl who are struck in #ChennaiFloods Stop updating your status and better start working";;;#ChennaiFloods;"671752443634442241";https://twitter.com/RamkiTweetz/status/671752443634442241
devendraw001;2015-12-01 23:36;0;0;"Dear GOD! Please help and be kinder. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671752342505697280";https://twitter.com/devendraw001/status/671752342505697280
deEvilKid;2015-12-01 23:36;0;0;"Ok guys. It was nice knowing you all. Gotta get drowned in rain water. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671752324730085376";https://twitter.com/deEvilKid/status/671752324730085376
telangamol;2015-12-01 23:36;0;0;"Some of these pics from Chennai are unbelievably scary! Stay safe everyone! #ChennaiFloods";;;#ChennaiFloods;"671752281742696449";https://twitter.com/telangamol/status/671752281742696449
MDRites;2015-12-01 23:36;0;0;"Mudichur. Help needed. #ChennaiFloods http:// fb.me/4lhfSBq8n";;;#ChennaiFloods;"671752225140568068";https://twitter.com/MDRites/status/671752225140568068
chennaiweather;2015-12-01 23:36;157;48;"Next rain band arriving Chennai . Stay safe #chennaifloods";;;#chennaifloods;"671752213719465988";https://twitter.com/chennaiweather/status/671752213719465988
RinkuGupta2012;2015-12-01 23:36;19;11;"Lets not spell doom N pull gown morale.. Lets form the human chain n bring relief in what ever we can. #ChennaiFloods #SpiritOfChennai";;;#ChennaiFloods #SpiritOfChennai;"671752205284741120";https://twitter.com/RinkuGupta2012/status/671752205284741120
pioneer1781990;2015-12-01 23:36;0;0;"People in velachery. Phoenix mall is now open for u to stay!! Go with an ID proof @chennaiweather @ChennaiRains #ChennaiFloods";;@chennaiweather @ChennaiRains;#ChennaiFloods;"671752200222191616";https://twitter.com/pioneer1781990/status/671752200222191616
karthik1196;2015-12-01 23:36;11;3;"Anyone to help my stranded friends in race course road? #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671752165807906816";https://twitter.com/karthik1196/status/671752165807906816
Sai_swaroopa;2015-12-01 23:36;1;1;"Rescuing I guess now is in Army's hands. Any thoughts about medical aid post rains? #ChennaiFloods";;;#ChennaiFloods;"671752164142813184";https://twitter.com/Sai_swaroopa/status/671752164142813184
joashraul;2015-12-01 23:36;0;1;"Kadaisila intha nerathulla common man thaan helping one another. #chennairains #ChennaiFloods";;;#chennairains #ChennaiFloods;"671752153812238337";https://twitter.com/joashraul/status/671752153812238337
nikeshart;2015-12-01 23:36;5;2;"Pray for them!!!! #ChennaiRains #ChennaiFloods may God help those people who r struck out there #besafe pic.twitter.com/zD9wzlRupY";;;#ChennaiRains #ChennaiFloods #besafe;"671752119188258820";https://twitter.com/nikeshart/status/671752119188258820
RashmiRajput123;2015-12-01 23:35;2;0;"#ChennaiFloods - Navy arranges shelter for 100 ppl.Teams ready with water&food packets for distribution. @IndianExpress";;@IndianExpress;#ChennaiFloods;"671752092353216512";https://twitter.com/RashmiRajput123/status/671752092353216512
kuttyaswin47;2015-12-01 23:35;1;0;"At least 1000 passengers stranded at #Chennai airport, several flights cancelled #chennairains #ChennaiFloods";;;#Chennai #chennairains #ChennaiFloods;"671752037273493504";https://twitter.com/kuttyaswin47/status/671752037273493504
tiruppuran;2015-12-01 23:35;0;0;"@PMOIndia @narendramodi #chennairains #ChennaiDrowning #ChennaiFloods need help.. pic.twitter.com/C8tVwzaqk7";;@PMOIndia @narendramodi;#chennairains #ChennaiDrowning #ChennaiFloods;"671752034329034752";https://twitter.com/tiruppuran/status/671752034329034752
MeDillu;2015-12-01 23:35;2;0;"Retweeted Pinky Rajpurohit ( @Madrassan ): #ChennaiRains #TNRains #ChennaiFloods Video shows united we stand. pic.twitter.com/pnsY6FFPN5";;@Madrassan;#ChennaiRains #TNRains #ChennaiFloods;"671752022186594305";https://twitter.com/MeDillu/status/671752022186594305
chennaiweather;2015-12-01 23:35;54;29;"Overwhelmed by response by Chennai people in offering help. Thanks guys. Post help tweets #chennaifloods";;;#chennaifloods;"671752006420160512";https://twitter.com/chennaiweather/status/671752006420160512
ChinnuPSPK;2015-12-01 23:35;19;3;"Emergency Contact numbers #ChennaiFloods #SaveChennai @deepuzoomout @CallmeHaRsh @prashantbme @kapilvarala @urs_sdp pic.twitter.com/ARBrYIzDfN";;@deepuzoomout @CallmeHaRsh @prashantbme @kapilvarala @urs_sdp;#ChennaiFloods #SaveChennai;"671751988430831616";https://twitter.com/ChinnuPSPK/status/671751988430831616
ttjayaplus;2015-12-01 23:35;4;0;"For those requiring help in virugambakkam #chennaifloodrelief , #chennaifloods , #chennairains https:// twitter.com/iBehindMe/stat us/671750946314063872 ";;;#chennaifloodrelief #chennaifloods #chennairains;"671751986140725248";https://twitter.com/ttjayaplus/status/671751986140725248
theSreyas;2015-12-01 23:35;126;104;"It's so heartwarming to see the whole of chennai united at this time. #chennairains #Humanity #ChennaiFloods #chennaiweather";;;#chennairains #Humanity #ChennaiFloods #chennaiweather;"671751891764690944";https://twitter.com/theSreyas/status/671751891764690944
satizkumar_arul;2015-12-01 23:35;0;0;"Pray for chennai :( :( :( #ChennaiFloods #chennairains";;;#ChennaiFloods #chennairains;"671751865856425984";https://twitter.com/satizkumar_arul/status/671751865856425984
RealPrashanth;2015-12-01 23:34;1;0;"Army out as #Chennai 's worst rain in 100 years batters city, suburbs. #chennairains #ChennaiFloods #TamilNadu http:// timesofindia.indiatimes.com/city/chennai/A rmy-out-as-Chennais-worst-rain-in-100-years-batters-city-suburbs/articleshow/50002583.cms ";;;#Chennai #chennairains #ChennaiFloods #TamilNadu;"671751861502763008";https://twitter.com/RealPrashanth/status/671751861502763008
ianalyzed;2015-12-01 23:34;0;0;"#ChennaiFloods : #IndianNavy 's rescue team deployed in Gandhinagar area beyond Adyar Bridge along Buckingham Canal";;;#ChennaiFloods #IndianNavy;"671751738634985473";https://twitter.com/ianalyzed/status/671751738634985473
vjxxvj;2015-12-01 23:34;4;4;"@TheHindu @ChennaiRains #ChennaiFloods #chennairains @ndtv @chennaiweather https:// twitter.com/NAVEEN_Tamilan /status/671750170661412864 ";;@TheHindu @ChennaiRains @ndtv @chennaiweather;#ChennaiFloods #chennairains;"671751658326519808";https://twitter.com/vjxxvj/status/671751658326519808
imathan_;2015-12-01 23:34;10;0;"#ChennaiRainsHelp #Chennairainhelp #chennairains #ChennaiFloods #PrayforChennai https:// twitter.com/bbalakrish/sta tus/671749910853742596 ";;;#ChennaiRainsHelp #Chennairainhelp #chennairains #ChennaiFloods #PrayforChennai;"671751652932620288";https://twitter.com/imathan_/status/671751652932620288
gopalbalaji;2015-12-01 23:34;79;33;"@kalaignar89 please open up Anna Arivalayam for people stranded in #ChennaiFloods . Thanks @mkstalin @Udhaystalin";Egmore Nungambakkam, India;@kalaignar89 @mkstalin @Udhaystalin;#ChennaiFloods;"671751626412044288";https://twitter.com/gopalbalaji/status/671751626412044288
TheSkyKisser;2015-12-01 23:33;1;0;"Chennai is not in Delhi or Mumbai to get media attention! Biased Indian media. #ChennaiFloods #IndianMedia #Biased https:// twitter.com/chandra86/stat us/671744687259062272 ";;;#ChennaiFloods #IndianMedia #Biased;"671751579825901568";https://twitter.com/TheSkyKisser/status/671751579825901568
acousticabhi1;2015-12-01 23:33;1;1;"If Floods had cleavage right now TV would be flooded with news about it #ChennaiFloods";;;#ChennaiFloods;"671751527867031552";https://twitter.com/acousticabhi1/status/671751527867031552
ViNoDcaptivates;2015-12-01 23:33;5;0;"#chennairains #chennaiweather #ChennaiFloods #india AVOID #GST #OMR #ECR roads in #Chennai pic.twitter.com/anl7yQIaAi";;;#chennairains #chennaiweather #ChennaiFloods #india #GST #OMR #ECR #Chennai;"671751430605111296";https://twitter.com/ViNoDcaptivates/status/671751430605111296
Jigarthanda;2015-12-01 23:33;0;0;"This is getting worse and scary and it isn't stopping. #ChennaiFloods";;;#ChennaiFloods;"671751415442726913";https://twitter.com/Jigarthanda/status/671751415442726913
sanreddy07;2015-12-01 23:32;0;0;"National ?? They are more like North India media... who cares #Dilwale more than #ChennaiFloods https:// twitter.com/Actor_Siddhart h/status/671749603042062336 ";Memphis, TN;;#Dilwale #ChennaiFloods;"671751361034342400";https://twitter.com/sanreddy07/status/671751361034342400
AmberWanKenobi;2015-12-01 23:32;1;0;"My heart goes to those in the #ChennaiFloods , please, if you are able to help in any way then do so. Think of the kindness you'd hope for";South Carolina, USA;;#ChennaiFloods;"671751339014270977";https://twitter.com/AmberWanKenobi/status/671751339014270977
rajutiwary85;2015-12-01 23:32;0;0;"#ChennaiFloods : #IndianNavy 's rescue team deployed in Gandhinagar area beyond Adyar Bridge along Buckingham Canal";;;#ChennaiFloods #IndianNavy;"671751337424613378";https://twitter.com/rajutiwary85/status/671751337424613378
flyvenkat;2015-12-01 23:32;26;5;"Kalyan from nanmangalam (8754443219) pls contact for stay food or clothes. #ChennaiRainsHelp #chennaiRains #ChennaiFloods #Chennai";;;#ChennaiRainsHelp #chennaiRains #ChennaiFloods #Chennai;"671751316591382529";https://twitter.com/flyvenkat/status/671751316591382529
bhuepesh;2015-12-01 23:32;21;2;"Save Chennai people's from flood spread these number's #ChennaiFloods RT @AnjanaVJ @Manivj07 pic.twitter.com/BqqZIweSsz";;@AnjanaVJ @Manivj07;#ChennaiFloods;"671751296383193088";https://twitter.com/bhuepesh/status/671751296383193088
mellamoabhinav;2015-12-01 23:32;0;0;"Twitter has the reach to help the stranded people. We all can take a while and retweet about #ChennaiRains #ChennaiFloods #ChennaiRainsHelp";;;#ChennaiRains #ChennaiFloods #ChennaiRainsHelp;"671751269891989504";https://twitter.com/mellamoabhinav/status/671751269891989504
iemsrinivas;2015-12-01 23:32;0;0;"#chennairains #ChennaiFloods Emergency helpline 945190001 to 945190005 Govt Helpline for waterlogging 1913";;;#chennairains #ChennaiFloods;"671751199645818880";https://twitter.com/iemsrinivas/status/671751199645818880
Bunny_I_;2015-12-01 23:32;2;2;"Its okay if you cannot help them or tweet about it to spread the news but you should not make a joke about it. #ChennaiFloods";;;#ChennaiFloods;"671751125838655488";https://twitter.com/Bunny_I_/status/671751125838655488
BeingAnupama;2015-12-01 23:32;0;0;"Do not's #chennairains #ChennaiFloods https:// twitter.com/vtlteam/status /671730126439092224 ";New Delhi, India;;#chennairains #ChennaiFloods;"671751112513294336";https://twitter.com/BeingAnupama/status/671751112513294336
flyvenkat;2015-12-01 23:31;1;2;"Raja (96-00-721345), Bachelors room in Thoraipakkam, can accommodate people. #chennairains #ChennairainsHelp #ChennaiFloods #Chennai";;;#chennairains #ChennairainsHelp #ChennaiFloods #Chennai;"671751100928647168";https://twitter.com/flyvenkat/status/671751100928647168
V_Kailash;2015-12-01 23:31;0;0;"#ChennaiFloods #chennairains be safe ppl.. hope it settles soon.. stay strong..";;;#ChennaiFloods #chennairains;"671751044368437248";https://twitter.com/V_Kailash/status/671751044368437248
swami_sr;2015-12-01 23:31;0;0;"@narendramodi don't know what TN govt is doing as we did not see any action if govt can't act in capital where else they can? #ChennaiFloods";;@narendramodi;#ChennaiFloods;"671751015629119489";https://twitter.com/swami_sr/status/671751015629119489
Robertvijayy;2015-12-01 23:31;1;0;"#Army Helpline is now open (9840295100) #ChennaiRainsHelp #ChennaiFloods #chennaiRains #Chennai";;;#Army #ChennaiRainsHelp #ChennaiFloods #chennaiRains #Chennai;"671751011543867393";https://twitter.com/Robertvijayy/status/671751011543867393
